080058	???
50A0BF	Alba Fiber Systems Inc.
3C106F	ALBAHITH TECHNOLOGIES
000A48	Albatron Technology
00DB1E	Albedo Telecom SL
001F4A	Albentia Systems S.A.
0080C9	Alberta Microelectronic Centre
001AD0	Albis Technologies AG
0022D1	Albrecht Jung GmbH & Co. KG
001D21	Alcad SL
A8A198	Alcatel
4C4E03	Alcatel
889E33	Alcatel
1CCB99	Alcatel
B0E03C	Alcatel
28BE03	Alcatel
8C99E6	Alcatel
0CBD51	Alcatel
9C4FCF	Alcatel
44A42D	Alcatel
5C7776	Alcatel
20A90E	Alcatel
B04519	Alcatel
289AFA	Alcatel
84D15A	Alcatel
18E3BC	Alcatel
94D859	Alcatel
3CCB7C	Alcatel
745C9F	Alcatel
E0E62E	Alcatel
905F2E	Alcatel
240DC2	Alcatel
60512C	Alcatel
F03404	Alcatel
942790	Alcatel
240A11	Alcatel
D8E56D	Alcatel
9471AC	Alcatel
4C0B3A	Alcatel
E4E130	Alcatel
CCFD17	Alcatel
D09DAB	Alcatel
E42D02	Alcatel
D428D5	Alcatel
00153F	Alcatel Alenia Space Italia
00198F	Alcatel Bell N.V.
000F62	Alcatel Bell Space N.V.
00809F	Alcatel Business Systems
00A081	ALCATEL DATA NETWORKS
00113F	Alcatel DI
002060	ALCATEL ITALIA S.p.A.
D4224E	Alcatel Lucent
54055F	Alcatel Lucent
18422F	Alcatel Lucent
94AE61	Alcatel Lucent
68597F	Alcatel Lucent
4CA74B	Alcatel Lucent
0CB5DE	Alcatel Lucent
9067F3	Alcatel Lucent
885C47	Alcatel Lucent
84A783	Alcatel Lucent
00089A	Alcatel Microelectronics
000E86	Alcatel North America
008039	ALCATEL STC AUSTRALIA
002032	ALCATEL TAISEL
00C0BE	Alcatel-
6854ED	Alcatel-               # Alcatel-Lucent
040A83	Alcatel-               # Alcatel-Lucent
D099D5	Alcatel-               # Alcatel-Lucent
9067B5	Alcatel-               # Alcatel-Lucent
002135	Alcatel-               # ALCATEL-LUCENT
54E3F6	Alcatel-               # Alcatel-Lucent
001D4C	Alcatel-               # Alcatel-Lucent
4C5FD2	Alcatel-               # Alcatel-Lucent
0017CC	Alcatel-               # Alcatel-Lucent
00D095	Alcatel-               # Alcatel-Lucent Enterprise
DC0856	Alcatel-               # Alcatel-Lucent Enterprise
2CFAA2	Alcatel-               # Alcatel-Lucent Enterprise
00E0B1	Alcatel-               # Alcatel-Lucent Enterprise
E8E732	Alcatel-               # Alcatel-Lucent Enterprise
00118B	Alcatel-               # Alcatel-Lucent Enterprise
00E0DA	Alcatel-               # Alcatel-Lucent Enterprise
0021AE	Alcatel-               # ALCATEL-LUCENT FRANCE - WTD
0025BA	Alcatel-               # Alcatel-Lucent IPD
7C2064	Alcatel-               # Alcatel-Lucent IPD
001C8E	Alcatel-               # Alcatel-Lucent IPD
00233E	Alcatel-               # Alcatel-Lucent IPD
6CBEE9	Alcatel-               # Alcatel-Lucent IPD
001AF0	Alcatel-               # Alcatel-Lucent IPD
24AF4A	Alcatel-               # Alcatel-Lucent IPD
00164D	Alcatel-               # Alcatel-Lucent IPD
0CA402	Alcatel-               # Alcatel-Lucent IPD
002105	Alcatel-               # Alcatel-Lucent IPD
A0F3E4	Alcatel-               # Alcatel-Lucent IPD
3C8BCD	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
000772	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
1880F5	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
AC9CE4	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
54A619	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
C8F86D	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
184A6F	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
A8AD3D	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E03005	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
F4C613	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E4A1E6	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
F83094	Alcatel-               # Alcatel-Lucent Telecom Limited
885C4F	Alcatel-Lucent
9424E1	Alcatel-Lucent Enterprise
A09D86	Alcatel-Lucent Shanghai Bell Co, Ltd
34FC6F	Alcea
0024DB	Alcohol Monitoring Systems
001E57	ALCOMA, spol. s r.o.
449CB5	Alcomp, Inc
0009F4	Alcon Laboratories, Inc.
002328	ALCON TELECOMMUNICATIONS CO., LTD.
001046	ALCORN MCBRIDE INC.
487A55	ALE International
00271B	Alec Sicherheitssysteme GmbH
001CCD	Alektrona Corporation
001ED6	Alentec & Orion AB
001D8E	Alereon, Inc.
2CE871	Alert Metalguard ApS
001C2B	Alertme.com Limited
00602D	ALERTON TECHNOLOGIES, INC.
001D97	Alertus Technologies LLC
000595	Alesis Corporation
00064B	Alexon Co., Ltd.
70533F	Alfa Instrumentos Eletronicos Ltda.
00C0CA	Alfa, Inc.
00E03E	ALFATECH, INC.
00233C	Alflex
A409CB	Alfred Kaercher GmbH &amp; Co KG
001A51	Alfred Mann Foundation
2C3F3E	Alge-Timing GmbH
0022EE	Algo Communication Products Ltd
001DD7	Algolith
002390	Algolware Corporation
90272B	Algorab S.r.l.
0040BC	ALGORITHMICS LTD.
0023EC	Algorithmix GmbH
002021	ALGORITHMS SOFTWARE PVT. LTD.
0013A0	ALGOSYSTEM Co., Ltd.
0090E6	ALi Corporation
D896E0	Alibaba Cloud Computing Ltd.
188219	Alibaba Cloud Computing Ltd.
00D044	ALIDIAN NETWORKS, INC.
2C1CF6	Alien Green Llc
001B5F	Alien Technology
0474A1	Aligera Equipamentos Digitais Ltda
000B7F	Align Engineering LLC
2442BC	Alinco,incorporated
900CB4	Alinket Electronic Technology Co., Ltd
E0D1E6	Aliph dba Jawbone
00213C	Aliphcom
0008DF	Alistel Inc.
00016A	Alitec
0014C5	Alive Technologies Pty Ltd
747DB6	Aliwei Communications, Inc
00119A	Alkeria srl
642B8A	All Best Industrial Co, Ltd
888914	All Components Incorporated
0022D2	All Earth Comércio de Eletrônicos LTDA.
000246	All-Win Tech Co., Ltd.
B89674	AllDSP GmbH & Co. KG
FA1466	Allegion Plc
0003F6	Allegro Networks, Inc.
0004C4	Allen & Heath Limited
CAC87E	Allen Organ Co
0000BC	Allen-Bradley
009002	ALLGON AB
0040BA	ALLIANT COMPUTER SYSTEMS CORP.
0012E1	Alliant Networks, Inc
0003AE	Allied Advanced Manufacturing Pte, Ltd.
000171	Allied Data Technologies
002058	ALLIED SIGNAL INC.
001130	Allied Telesis (Hong Kong) Ltd.
889D98	Allied Telesis K.K.
000DDA	ALLIED TELESIS K.K.
000C25	Allied Telesis Labs, Inc.
000941	Allied Telesis R&D Center K.K.
001AEB	Allied Telesis R&D Center K.K.
ECCD6D	Allied Telesis, Inc.
0000F4	Allied Telesis, Inc.
001577	Allied Telesis, Inc.
E01AEA	Allied Telesis, Inc.
009099	ALLIED TELESIS, K.K.
00A0D2	Allied Telesyn
000C46	Allied Telesyn Inc.
003084	ALLIED TELESYN INTERNAIONAL
000A47	Allied Vision Technologies
000F31	Allied Vision Technologies Canada Inc
5CB8CB	Allis Communications
000FC9	Allnet GmbH
0003D4	Alloptic, Inc.
000938	Allot Communications
00008C	Alloy Computer Products (Australia) Pty Ltd
000789	Allradio Co, Ltd
0018EA	Alltec GmbH
0080AF	Allumer Co., Ltd.
003000	ALLWELL TECHNOLOGY CORP.
DC446D	Allwinner Technology Co., Ltd
000ADD	Allworx Corp.
000A5F	almedio inc.
0018C1	Almitec Informática e Comércio
009081	ALOHA NETWORKS, INC.
3C9174	ALONG COMMUNICATION TECHNOLOGY
68F06D	ALONG INDUSTRIAL CO., LIMITED
002697	Alpha  Technologies Inc.
447E95	Alpha and Omega, Inc
0001CF	Alpha Data Parallel Systems, Ltd.
0000B1	Alpha Microsystems Inc.
886AE3	Alpha Networks Inc
001D6A	Alpha Networks Inc.
5C338E	Alpha Networks Inc.
001802	Alpha Networks Inc.
000FA3	Alpha Networks Inc.
D0AEEC	Alpha Networks Inc.
542AA2	Alpha Networks Inc.
000256	Alpha Processor, Inc.
000C7B	ALPHA PROJECT Co.,Ltd.
C01242	Alpha Security Products
0090EA	ALPHA TECHNOLOGIES, INC.
009035	ALPHA TELECOM, INC.
0006D3	Alpha Telecom, Inc. U.S.A.
0050EB	ALPHA-TOP CORPORATION
000E54	AlphaCell Wireless Ltd.
503A7D	AlphaTech PLC Int’l Co., Ltd.
C83DFC	AlphaTheta Corp
648125	Alphatron Marine BV
94319B	Alphatronics BV
2CEDEB	Alpheus Digital Company Limited
001FE6	Alphion Corporation
906717	Alphion India Private Limited
000A08	Alpine Electronics, Inc.
146102	Alpine Electronics, Inc.
D4DF57	Alpinion Medical Systems
64D4BD	Alps Electronics
04766E	Alps Electronics
E0750A	Alps Electronics
60380E	Alps Electronics
0498F3	Alps Electronics
E0AE5E	Alps Electronics
7495EC	Alps Electronics
00A079	Alps Electronics
FC62B9	Alps Electronics
00214F	Alps Electronics
0002C7	Alps Electronics
002643	Alps Electronics
B4EC02	Alps Electronics
001BFB	Alps Electronics
000704	Alps Electronics
002306	Alps Electronics
BC7536	Alps Electronics
0019C1	Alps Electronics
0006F7	Alps Electronics
002433	Alps Electronics
AC7A4D	Alps Electronics
0016FE	Alps Electronics
0006F5	Alps Electronics
30C3D9	Alps Electronics
9C8D7C	Alps Electronics
001E3D	Alps Electronics
5816D7	Alps Electronics
48F07B	Alps Electronics
34C731	Alps Electronics
28A183	Alps Electronics
38C096	Alps Electronics
0013AA	ALS  & TEC Ltd.
001AD8	AlsterAero GmbH
80B32A	Alstom Grid
0462D7	ALSTOM HYDRO FRANCE
30EFD1	Alstom Strongwish (Shenzhen) Co., Ltd.
00169B	Alstom Transport
9C4E8E	ALT Systems Ltd
949C55	Alta Data Technologies
0025A2	Alta Definicion LINCEO S.L.
001BB7	Alta Heights Technology Corp.
00C093	Alta Research Corp.
00268E	Alta Solutions, Inc.
001032	ALTA TECHNOLOGY
0019BE	Altai Technologies Limited
087D21	Altasec technology corporation
0018FC	Altec Electronic AG
304174	ALTEC LANSING LLC
002055	ALTECH CO., LTD.
000C40	Altech Controls
001611	Altecon Srl
0025C7	altek Corporation
80971B	Altenergy Power System,Inc.
0060CF	ALTEON NETWORKS, INC.
0007ED	Altera Corporation
0014E5	Alticast
28C718	Altierre
0090A4	ALTIGA NETWORKS
000AAA	AltiGen Communications Inc.
DC2919	AltoBeam (Xiamen) Tech Ltd, Co
E496AE	ALTOGRAPHICS Inc.
0000C8	Altos
003081	ALTOS C&C
0020F1	ALTOS INDIA LIMITED
BCFE8C	Altronic, LLC
00301C	ALTVATER AIRDATA SYSTEMS
001306	Always On Wireless
000308	AM Communications, Inc.
40C8CB	AM Telecom co., Ltd.
0060D5	AMADA MIYACHI Co., Ltd
08007E	AMALGAMATED WIRELESS(AUS) LTD
000484	Amann GmbH
005088	AMANO CORPORATION
00D07A	AMAQUEST COMPUTER CORP.
0060C7	AMATI COMMUNICATIONS CORP.
88A3CC	Amatis Controls
00E008	AMAZING CONTROLS! INC.
344CA4	amazipoint technology Ltd.
DC54D7	Amazon
50F5DA	Amazon
FC492D	Amazon
3C5CC4	Amazon
CCF735	Amazon
440049	Amazon
C49500	Amazon
34D270	Amazon
F0272D	Amazon
44650D	Amazon
CC9EA2	Amazon
50DCE7	Amazon
F08173	Amazon
4C1744	Amazon
F0D2F1	Amazon
4CEFC0	Amazon
F854B8	Amazon
38F73D	Amazon
FC65DE	Amazon
1C12B0	Amazon
244CE3	Amazon
FCA667	Amazon
0C47C9	Amazon
40B4CD	Amazon
FCA183	Amazon
08849D	Amazon
A002DC	Amazon
74D637	Amazon
00FC8B	Amazon
B0FC0D	Amazon
74C246	Amazon
18742E	Amazon
AC63BE	Amazon
6854FD	Amazon
08A6BC	Amazon
B47C9C	Amazon
68DBF5	Amazon
5C415A	Amazon
8871E5	Amazon
6C5697	Amazon
78E103	Amazon
7CD566	Amazon
6837E9	Amazon
747548	Amazon
689A87	Amazon
84D6D0	Amazon
7C6166	Amazon
0004B7	AMB i.t. Holding
00309F	AMBER NETWORKS
088F2C	Amber Tech Ltd
00A086	AMBER WAVE SYSTEMS, INC.
0018DA	AMBER wireless GmbH
00107A	Ambicom (was Tandy?)
0015B1	Ambient Corporation
00D059	AMBIT MICROSYSTEMS CORP.
00028A	Ambit Microsystems Corporation
000E9B	Ambit Microsystems Corporation
0006FE	Ambrado, Inc
000AFB	Ambri Limited
000173	Amcc
9C8ECD	Amcrest Technologies
000C87	Amd
00001A	AMD
00E0B8	AMD PCNet
006094	AMD PCNET PCI
008083	Amdahl
0002F0	AME Optimedia Technology Co., Ltd.
001D67	Amec
001312	Amedia Networks Inc.
000241	Amer.com
88D652	Amergint Tech
00038A	America Online, Inc.
00D0A5	AMERICAN ARIUM
00D03F	AMERICAN COMMUNICATION
0006CA	American Computer & Digital Components, Inc. (ACDC)
0016E2	American Fibertek, Inc.
CCE7DF	American Magnetics, Inc.
0040D9	AMERICAN MEGATRENDS INC.
002272	American Micro-Fuel Device Corp.
001088	AMERICAN NETWORKS INC.
00C0B7	American Power Conversion Corp
000B87	American Reliance Inc.
001375	American Security Products Co.
001487	American Technology Integrators
00A043	AMERICAN TECHNOLOGY LABS, INC.
000AF8	American Telecare Inc.
00116D	American Time and Signal
0022E3	Amerigon
00009F	Ameristar Technology
00A04F	AMERITEC CORP.
000D1C	Amesys Defense
00075E	Ametek Power Instruments
000F88	AMETEK, Inc.
545146	AMG Systems Ltd.
A0B8F8	Amgen U.S.A. Inc.
0010F5	AMHERST SYSTEMS, INC.
001BA1	Åmic AB
C4FEE2	Amiccom Electronics Corp
187A93	AMICCOM Electronics Corporation
A0E25A	Amicus SK, s.r.o.
00D041	AMIGO TECHNOLOGY CO., LTD.
0CD696	Amimon Ltd
000202	Amino Communications, Ltd.
000954	AMiT spol. s. r. o.
005018	AMIT, Inc.
000D59	Amity Systems, Inc.
002026	AMKLY SYSTEMS, INC.
000DB2	Ammasso, Inc.
0013F1	AMOD Technology Co., Ltd.
001240	AMOI ELECTRONICS CO.,LTD
1C4AF7	AMON INC
004076	AMP Incorporated
8CF710	Ampak Tech, Inc
CC4B73	Ampak Tech, Inc
70F754	Ampak Tech, Inc
D41243	Ampak Tech, Inc
6C21A2	Ampak Tech, Inc
D49CDD	Ampak Tech, Inc
B00247	Ampak Tech, Inc
18937F	Ampak Tech, Inc
28EDE0	Ampak Tech, Inc
C0847D	Ampak Tech, Inc
102C6B	Ampak Tech, Inc
0022F4	AMPAK Technology
6CFAA7	AMPAK Technology
10D07A	AMPAK Technology
E076D0	AMPAK Technology
AC83F3	AMPAK Technology
04E676	AMPAK Technology
CCB8A8	AMPAK Technology
94A1A2	AMPAK Technology
442C05	AMPAK Technology
983B16	AMPAK Technology
B0F1EC	AMPAK Technology
F87B8C	Amped Wireless
8C0CA3	Amper
0030E5	Amper Datos S.A.
00007C	AMPERE INCORPORATED
000A22	Amperion Inc
00004E	AMPEX CORPORATION
78A714	Amphenol
000A0D	Amphenol
142DF5	Amphitech
0004F6	Amphus
000E79	Ample Communications Inc.
E85BB7	Ample Systems Inc
001877	Amplex A/S
1CBD0E	Amplified Engineering Pty Ltd
00027B	Amplify Net, Inc.
0075E1	Ampt, LLC
B48547	Amptown System Company GmbH
001C3B	AmRoad Technology Inc.
7C6C8F	AMS NEVE LTD
0808EA	Amsc
F44848	Amscreen Group Ltd
00603B	AMTEC spa
000C6F	Amtek system co.,LTD.
000E78	Amtelco
A446FA	AmTRAN Video Corporation
0017FD	Amulet Hotkey
001875	AnaCise Testnology Pte Ltd
0CEF7C	AnaCom Inc
9889ED	Anadem Information Inc.
00146B	Anagran, Inc.
141330	Anakreon UK LLP
002030	ANALOG & DIGITAL SYSTEMS
64F9C0	Analog Devices
90940A	Analog Devices, Inc
00E022	Analog Devices, Inc.
0005F7	Analog Devices, Inc.
001AAA	Analogic Corp.
0022B9	Analogix Seminconductor, Inc
001D11	Analogue & Micro Ltd
B88F14	Analytica GmbH
000FED	Anam Electronics Co., Ltd
BA4159	Anapass Inc
0C756C	Anaren Microwave, Inc.
0022DA	ANATEK, LLC
000C24	Anator
0018E0	Anaveo
CCB888	AnB Securite s.a.
00503F	ANCHOR GAMES
0060C5	ANCOT CORP.
0050ED	ANDA NETWORKS
0C6111	Anda Tech Sac
002396	ANDES TECHNOLOGY CORPORATION
000530	Andiamo Systems, Inc.
0001E2	Ando Electric Corporation
004D32	Andon Health Co.,Ltd.
001E88	ANDOR SYSTEM SUPPORT CO., LTD.
001235	Andrew Corporation
000DEE	Andrew RF Power Amplifier Group
002183	ANDRITZ HYDRO GmbH
3826CD	Andtek
38EE9D	Anedo Ltd.
00E082	Anerma
001A03	Angel Electronics Co., Ltd.
0009E3	Angel Iglesias S.A.
00A051	ANGIA COMMUNICATIONS. INC.
8C0F83	Angie Hospitality Llc
686975	Angler Labs Inc
68EBC5	Angstrem Telecom
6CB350	Anhui comhigher tech co.,ltd
D8803C	Anhui Huami Information Technology Company Limited
001C68	Anhui Sun Create Electronics Co., Ltd
8432EA	ANHUI WANZTEN P&T CO., LTD
000C45	Animation Technologies Inc.
000183	ANITE TELECOMS
E01E07	Anite Telecoms  US. Inc
0000FE	ANNAPOLIS MICRO SYSTEMS
743889	ANNAX Anzeigesysteme GmbH
0018A8	AnNeal Technology Inc.
000A02	ANNSO CO., LTD.
D41296	Anobit Technologies Ltd.
0007CF	Anoto AB
307CB2	ANOV FRANCE
B8266C	ANOV France
A43E51	Anov France
F86465	Anova Applied Electronics, Inc
405A9B	Anovo
000091	ANRITSU CORPORATION
0002B1	Anritsu, Ltd.
0018BE	ANSA Corporation
0025F7	Ansaldo STS USA
004090	Ansel Communications
001AB8	Anseri Corporation
0023DE	Ansync Inc.
F0A968	Antailiye Tech Co, Ltd
7CCB0D	Antaira Technologies, LLC
000455	ANTARA.net
0010F2	Antec
6C4598	Antex Electronic Corp.
000B3F	Anthology Solutions Inc.
00162A	Antik computers & communications s.r.o.
00192A	Antiope Associates
002385	Antipode
008004	Antlow Computers, Ltd.
000DD9	Anton Paar GmbH
C45BF7	Ants
001B6E	Anue Systems, Inc.
44D2CA	Anvia TV Oy
0022CA	Anviz Biometric Tech. Co., Ltd.
0007B5	Any One Wireless Ltd.
002416	Any Use
0019C8	AnyDATA Corporation
9440A2	Anywave Communication Technologies, Inc.
342F6E	Anywire corporation
6429ED	AO Pkk Milandr
78B6C1	AOBO Telecom Co.,Ltd
002467	AOC International (Europe) GmbH
606453	AOD Co.,Ltd.
000BE8	Aoip
001585	Aonvision Technolopy Corp.
000180	AOpen, Inc.
000CDD	AOS technologies AG
00218D	AP Router Ind. Eletronica LTDA
000F99	APAC opto Electronics Inc.
DC663A	Apacer Technology Inc.
002610	Apacewave Technologies
000C88	Apache Micro Peripherals, Inc.
000A38	Apani Networks
0022E4	APASS TECHNOLOGY CO., LTD.
FABA85	Apat Optoelectronics Components Co, Ltd
D8DA52	APATOR S.A.
282986	Apc by Schneider Electric
D08999	APCON, Inc.
001771	APD Communications Ltd
746A3A	Aperi Corporation
0005DA	Apex Automationstechnik
00804E	APEX COMPUTER COMPANY
0020E5	Apex Data
0012C2	Apex Electronics Factory
90185E	Apex Tool Group GmbH & Co OHG
000299	Apex, Inc.
00A007	APEXX TECHNOLOGY, INC.
000CEA	aphona Kommunikationssysteme
003058	API MOTION
74E424	APISTE CORPORATION
002101	Aplicaciones Electronicas Quasar (AEQ)
C87248	Aplicom Oy
009003	Aplio
001C4D	Aplix IP Holdings Corporation
000D3E	APLUX Communications Ltd.
0003DB	Apogee Electronics Corp.
000951	Apogee Imaging Systems
00227B	Apogee Labs, Inc.
08001E	Apollo
0060EE	Apollo
001B9A	Apollo Fire Detectors Ltd
001B5A	Apollo Imaging Technologies, Inc.
14444A	Apollo Seiko Ltd
0013B4	Appear TV
4882F2	Appel Elektronik GmbH
00304C	APPIAN COMMUNICATIONS, INC.
080007	Apple
000502	Apple (PCI bus Macs)
00A040	Apple (PCI Mac)
1000E0	Apple A/UX
0080D6	Apple Mac Portable(?)
D4A33D	Apple, Inc.
3866F0	Apple, Inc.
00254B	Apple, Inc.
E0F5C6	Apple, Inc.
403004	Apple, Inc.
006D52	Apple, Inc.
D49A20	Apple, Inc.
2C1F23	Apple, Inc.
006171	Apple, Inc.
F0FB56	Apple, Inc.
48A91C	Apple, Inc.
002436	Apple, Inc.
E425E7	Apple, Inc.
30D9D9	Apple, Inc.
00264A	Apple, Inc.
F0F61C	Apple, Inc.
2C200B	Apple, Inc.
003065	Apple, Inc.
D4909C	Apple, Inc.
30F7C5	Apple, Inc.
003EE1	Apple, Inc.
CC2DB7	Apple, Inc.
3871DE	Apple, Inc.
002608	Apple, Inc.
E42B34	Apple, Inc.
48D705	Apple, Inc.
0026B0	Apple, Inc.
F40616	Apple, Inc.
28CFE9	Apple, Inc.
008865	Apple, Inc.
F0DCE2	Apple, Inc.
544E90	Apple, Inc.
00236C	Apple, Inc.
CC4463	Apple, Inc.
24A074	Apple, Inc.
002332	Apple, Inc.
F0DBF8	Apple, Inc.
24A2E1	Apple, Inc.
005B94	Apple, Inc.
CC29F5	Apple, Inc.
404D7F	Apple, Inc.
0023DF	Apple, Inc.
F0DBE2	Apple, Inc.
4C7C5F	Apple, Inc.
0056CD	Apple, Inc.
E450EB	Apple, Inc.
38892C	Apple, Inc.
002500	Apple, Inc.
F895EA	Apple, Inc.
34A8EB	Apple, Inc.
002312	Apple, Inc.
CC25EF	Apple, Inc.
3CE072	Apple, Inc.
0050E4	Apple, Inc.
C81EE7	Apple, Inc.
38539C	Apple, Inc.
0025BC	Apple, Inc.
F40E01	Apple, Inc.
2C3361	Apple, Inc.
0026BB	Apple, Inc.
D89E3F	Apple, Inc.
3CD0F8	Apple, Inc.
748114	Apple, Inc.
CC20E8	Apple, Inc.
24AB81	Apple, Inc.
58B035	Apple, Inc.
F40F24	Apple, Inc.
2CF0A2	Apple, Inc.
7CD1C3	Apple, Inc.
DC9B9C	Apple, Inc.
58404E	Apple, Inc.
64C753	Apple, Inc.
F41BA1	Apple, Inc.
54EAA8	Apple, Inc.
886B6E	Apple, Inc.
F0D1A9	Apple, Inc.
34A395	Apple, Inc.
78A3E4	Apple, Inc.
D461DA	Apple, Inc.
34C059	Apple, Inc.
685B35	Apple, Inc.
D4619D	Apple, Inc.
484BAA	Apple, Inc.
789F70	Apple, Inc.
C82A14	Apple, Inc.
5462E2	Apple, Inc.
749EAF	Apple, Inc.
D8BB2C	Apple, Inc.
48E9F1	Apple, Inc.
8C2937	Apple, Inc.
F887F1	Apple, Inc.
4C74BF	Apple, Inc.
741BB2	Apple, Inc.
F0CBA1	Apple, Inc.
54724F	Apple, Inc.
5C0947	Apple, Inc.
E48B7F	Apple, Inc.
48A195	Apple, Inc.
68A86D	Apple, Inc.
F0C371	Apple, Inc.
28F076	Apple, Inc.
8C2DAA	Apple, Inc.
E0C97A	Apple, Inc.
38484C	Apple, Inc.
64B9E8	Apple, Inc.
C8334B	Apple, Inc.
4C8D79	Apple, Inc.
80B03D	Apple, Inc.
F0C1F1	Apple, Inc.
3408BC	Apple, Inc.
6CAB31	Apple, Inc.
E498D6	Apple, Inc.
3CAB8E	Apple, Inc.
68AB1E	Apple, Inc.
E49A79	Apple, Inc.
3090AB	Apple, Inc.
8866A5	Apple, Inc.
E49ADC	Apple, Inc.
54E43A	Apple, Inc.
64B0A6	Apple, Inc.
F0B479	Apple, Inc.
34E2FD	Apple, Inc.
886440	Apple, Inc.
F0B0E7	Apple, Inc.
28A02B	Apple, Inc.
8863DF	Apple, Inc.
C83C85	Apple, Inc.
38B54D	Apple, Inc.
68AE20	Apple, Inc.
F86FC1	Apple, Inc.
2C61F6	Apple, Inc.
6C96CF	Apple, Inc.
E0C767	Apple, Inc.
442A60	Apple, Inc.
64A5C3	Apple, Inc.
F431C3	Apple, Inc.
347C25	Apple, Inc.
64A3CB	Apple, Inc.
DC56E7	Apple, Inc.
403CFC	Apple, Inc.
84788B	Apple, Inc.
E4B2FB	Apple, Inc.
241B7A	Apple, Inc.
78886D	Apple, Inc.
CC660A	Apple, Inc.
50EAD6	Apple, Inc.
5C1DD9	Apple, Inc.
CC08E0	Apple, Inc.
241EEB	Apple, Inc.
689C70	Apple, Inc.
CC088D	Apple, Inc.
406C8F	Apple, Inc.
7C5049	Apple, Inc.
DC415F	Apple, Inc.
38C986	Apple, Inc.
787E61	Apple, Inc.
F86214	Apple, Inc.
5433CB	Apple, Inc.
68FEF7	Apple, Inc.
F437B7	Apple, Inc.
44FB42	Apple, Inc.
6CC26B	Apple, Inc.
E0B9BA	Apple, Inc.
40331A	Apple, Inc.
649ABE	Apple, Inc.
FC1D43	Apple, Inc.
38CADA	Apple, Inc.
606944	Apple, Inc.
E4C63D	Apple, Inc.
40831D	Apple, Inc.
787B8A	Apple, Inc.
F099BF	Apple, Inc.
507A55	Apple, Inc.
6C94F8	Apple, Inc.
CC785F	Apple, Inc.
507AC5	Apple, Inc.
58E6BA	Apple, Inc.
F099B6	Apple, Inc.
24240E	Apple, Inc.
848506	Apple, Inc.
E4CE8F	Apple, Inc.
4418FD	Apple, Inc.
58E28F	Apple, Inc.
E0B52D	Apple, Inc.
30636B	Apple, Inc.
7081EB	Apple, Inc.
FC2A9C	Apple, Inc.
50DE06	Apple, Inc.
846878	Apple, Inc.
E4E0A6	Apple, Inc.
4C6BE8	Apple, Inc.
6C8DC1	Apple, Inc.
F0989D	Apple, Inc.
549963	Apple, Inc.
8489AD	Apple, Inc.
D4DCCD	Apple, Inc.
3451C9	Apple, Inc.
6CE85C	Apple, Inc.
E4E4AB	Apple, Inc.
286ABA	Apple, Inc.
5855CA	Apple, Inc.
C49880	Apple, Inc.
286AB8	Apple, Inc.
6C72E7	Apple, Inc.
E0ACCB	Apple, Inc.
28E02C	Apple, Inc.
7CC537	Apple, Inc.
FC183C	Apple, Inc.
48437C	Apple, Inc.
68967B	Apple, Inc.
F83880	Apple, Inc.
2CB43A	Apple, Inc.
80929F	Apple, Inc.
D89695	Apple, Inc.
402619	Apple, Inc.
786C1C	Apple, Inc.
DC080F	Apple, Inc.
24E314	Apple, Inc.
64E682	Apple, Inc.
DCA4CA	Apple, Inc.
28E14C	Apple, Inc.
7CC3A1	Apple, Inc.
F07960	Apple, Inc.
483B38	Apple, Inc.
7867D7	Apple, Inc.
F0766F	Apple, Inc.
28FF3C	Apple, Inc.
70F087	Apple, Inc.
D88F76	Apple, Inc.
305714	Apple, Inc.
70EF00	Apple, Inc.
E8040B	Apple, Inc.
341298	Apple, Inc.
68FB7E	Apple, Inc.
DCA904	Apple, Inc.
2CBE08	Apple, Inc.
7CF05F	Apple, Inc.
C869CD	Apple, Inc.
4CB199	Apple, Inc.
60334B	Apple, Inc.
E80688	Apple, Inc.
4098AD	Apple, Inc.
70ECE4	Apple, Inc.
DC86D8	Apple, Inc.
285AEB	Apple, Inc.
6476BA	Apple, Inc.
E0897E	Apple, Inc.
344262	Apple, Inc.
7CFADF	Apple, Inc.
C86F1D	Apple, Inc.
440010	Apple, Inc.
885395	Apple, Inc.
D4F46F	Apple, Inc.
24F094	Apple, Inc.
784F43	Apple, Inc.
E06678	Apple, Inc.
5082D5	Apple, Inc.
6070C0	Apple, Inc.
C4B301	Apple, Inc.
409C28	Apple, Inc.
60D9C7	Apple, Inc.
DCD3A2	Apple, Inc.
34159E	Apple, Inc.
6C709F	Apple, Inc.
F82D7C	Apple, Inc.
549F13	Apple, Inc.
6030D4	Apple, Inc.
C8F650	Apple, Inc.
4860BC	Apple, Inc.
